,ngo_name,full_address,city,state,contact_1,contact_2,website,mail
0,AJAY WELFARE ASSOCIATION,AJAY DEAF CHILDREN PRIMARY AND HIGH SCHOOL PLOT NO 1228 TATA POWER INDALKO ROAD BELGAUM,BELGAUM,KARNATAKA,Not Available,8660819486,Not Available,ajaydeafschool(at)gmail[dot]com
0,Ajeya Trust,"Moorukaje, Post: Kodangai, Bantwal Taluk, Dakshina Kannada Dist: 574243 Karnataka, lndia.",Moorukaje,KARNATAKA,Not Available,9743383236,http://www.maitreyeegurukulam.com,reco_ravi(at)yahoo[dot]com
0,AJITA MANOCHETANA TRUST,AJITA MANOCHETANA TRUST SUBHAS NAGAR MARATHIKOPPA SIRSI UTTARA KANNADA KARANTAKATA 581402,SIRSI,KARNATAKA,Not Available,9448015942,Not Available,vinayakbhat1964(at)gmail[dot]com
0,Akanksha Charitable Trust,Baipadavu Kabaka Post Puttur taluk,Puttur,KARNATAKA,Not Available,8861938512,Not Available,akaankshatrust(at)gmail[dot]com
0,Akash Institute of Medical Sciences and Research Centre,"akash institute of medical sciences and research center,prasanna halli,devanahalli akash institute of medical sciences and research center,prasanna halli,devanahalli",Devanahalli,KARNATAKA,Not Available,9739096999,http://www.aimsrc.com,drhrsurendra(at)gmail[dot]com
0,AKASH SOCIAL WELFARE AND CULTURAL DEVELOPMENT SOCIETY,"R/O Subhash hadpad, AT: Adki TQ: Sedam DIST: Kalaburgi",Kalaburgi,KARNATAKA,Not Available,9880980981,Not Available,ninganna[dot]pujari2(at)gmail.com
0,Akhanda Seva for International Shanti,"Cave Shiva Temple Chamundi Hill, Mysore 570010",Mysore,KARNATAKA,Not Available,9945100945,http://www.operation-shanti.org,info(at)operation-shanti[dot]org
0,AKHIL BHARAT SARVAKALA TARABETI MATTU SAMSHODHANE SAMSTHE,"AT RATTIHALLI TQ RATTIHALLI DIST, HAVERI, KARNATAKA",HAVERI,KARNATAKA,Not Available,8317421182,Not Available,shrikantkulkarni058(at)gmail[dot]com
0,AKHIL KARNATAKA LINGAYAT DEVELOPMENT SOCIETY,"37, RAMATIRTH GALLI, NEAR KARNATAKA CHOUK, KANABARGI, BELAGAVI590015 KARNATAKA",BELAGAVI,KARNATAKA,Not Available,8792745208,Not Available,akldsbelagavi(at)gmail[dot]com
0,Akhila Karnataka Ganayogi Sangeet Parishat (R) Gadag,"Sri Veereshwara Punyashrama, Panchakshari Nagar, Gadag.",Gadag,KARNATAKA,Not Available,7483991694,Not Available,akgsp248(at)gmail[dot]com
0,AKHILA KARNATAKA KABBIGARA KOOTA TRUST GADAG,AKHILA KARNATAKA KABBIGARA KOOTA TRUST GADAG BASAVESHWAR NAGAR GADAG,GADAG,KARNATAKA,Not Available,9449570249,Not Available,kabbigagdg(at)gmail[dot]com
0,AKHILA KARNATAKA KUDU OKKALIGARA SANGH,"NEW ADDRESS Kudu Okkaligara Shakti Kendra PLOt no 261,Ward No 33near Binkadakatti Zoo Gadag-582103",GADAG,KARNATAKA,Not Available,9902652860,Not Available,patilgdg(at)gmail[dot]com
0,AKHILA KARNATAKA PRANI DAYA SANGHA,"AKHILA KARNATAKA PRANI DAYA SANGHA,80 FEET ROAD 6TH BLOCK KORAMANGALA opp HDFC BANK",BANGALORE,KARNATAKA,Not Available,9341230748,Not Available,sunilpranidaya(at)gmail[dot]com
0,Akila Bharatha Mahila Seva Samaja,"No 268, 6th cross, 1st block, Jayanagar, Bengaluru-560011, Karnataka",Bangalore,KARNATAKA,Not Available,9739996675,http://www.abmss.in/home.html,spaltkinder(at)gmail[dot]com
0,akka mahadhivi seva samaja,"No,666. 3rd Main Road West of Card Road, Rajajinagar",Bangalore,KARNATAKA,Not Available,9663106864,Not Available,akkasevasamaja(at)gmail[dot]com
0,AKKA SAMSKRUTIKA PRATISTANA,"Akkasamskrutika Pratisthana, Rangampeth, SHORAPUR, Yadagiri district-585220",SHORAPUR,KARNATAKA,Not Available,9880078763,Not Available,akkapratistana(at)gmail[dot]com
0,Akkamahadevi Mahila Kalyan Sansthe,"Guru Nilya plot no 1092 Ramateerth Nagar, Belagavi 590016",Belagavi,KARNATAKA,0831-4202146,9449624128,Not Available,jghiremath68(at)gmail[dot]com
0,AKKAMAHADEVI MAHILA MANDAL NAVADGERI BIDAR,Ratanamma Nilaya Navadageri Janawada Road Bidar,Bidar,KARNATAKA,Not Available,9844086382,Not Available,mahilamandalbidar(at)gmail[dot]com
0,AKKAMAHADEVI YUVATHI MANDAL GADGI,"AKKAMAHADEVI YUWATHI MANDAL GADGIMAHESH NAGAR, GUMPA RING ROAD NEAR MOUNESHWAR TEMPLE BIDAR-585403",BIDAR,KARNATAKA,Not Available,9060322222,Not Available,akkamahadeviymm22222(at)gmail[dot]com
0,AKRATI GRAHA KAIGARIKE And GRAMEENA ABHIVRADDI SOUNSTE R GADAG,Akrati Graha Kaigarike,Gadag,KARNATAKA,Not Available,9743350114,Not Available,akratigkgas(at)gmail[dot]com
0,Akruti Foundation,"no 14, opp Garden, 3rd cross, Bhavani Nagar keshwapur. Hubli",Hubli,KARNATAKA,Not Available,9900229686,Not Available,akrutifoundation2017(at)gmail[dot]com
0,AKSHADHAA FOUNDATION,"419, 2nd C cross, 4th main, OMBR layout, Banaswadi, Bengaluru (Bangalore) Urban",Bangalore,KARNATAKA,Not Available,7411611091,Not Available,srinath(at)casreemo[dot]com
0,Akshara Foundation,"No.621, 5th Main, OMBRLayout, Banaswadi, Bangalore-560043",Bangalore,KARNATAKA,Not Available,9845013757,http://akshara.org.in/,sridharha(at)akshara[dot]org.in
0,AKSHARA GRAMEENA VIKAS SAMSTE,"AKSHARA GRAMEENA VIKAS SAMSTE (RE CONSTRUCTION OF CULTURE) , SANTE MAIDANA ROAD , TILAK NAGAR , MOLAKALMURU",CHITRADURGA,KARNATAKA,08198-229008,9880313807,Not Available,aksharamlk161(at)gmail[dot]com
0,akshata mahila mandal,"H.NO. 30426, ASAR MOHALA, NEAR DAYANAND SCHOOL YADGIRI, TQ",YADGIRI,KARNATAKA,Not Available,9886221511,Not Available,akshatamahilamandal1(at)gmail[dot]com
0,AKSHAYA EDUCATION INTERNATIONAL TRUST,"NO 63510TH MAIN EROAD 6TH BLOCK, RAJAJINAGAR BENGALURU560010",BENGALURU,KARNATAKA,Not Available,9535788446,Not Available,akshayaeitrust(at)gmail[dot]com
0,AKSHAYA FOUNDATION,BASAVA BHAGEERATI NILAYA LAKSMISH NAGAR 4TH CROSS,KADUR,KARNATAKA,Not Available,9741914559,Not Available,lingarajagph(at)gmail[dot]com
0,AKSHAYA RURAL DEVELOPMENT AND YOUTH WELFARE CENTER,VAMACHEHALLIKOLALA POSTKORATAGERE TQTUMKUR -572140,TUMKURB,KARNATAKA,Not Available,9845534180,Not Available,AKSHAYANGO2018(at)GMAIL[dot]COM
0,AKSHAYA RURAL DEVELOPMENT SOCIETY,AKSHAYA RURAL DEVELOPMENT SOCIETY(R) HOSAHUDYA VILLAGE BAGEPALLI TALUK 561207 CHIKKABALLAPUR DIST KARNATAKA,BAGEPALLI,KARNATAKA,08150-282604,9980893976,Not Available,ards[dot]bgp18(at)gmail.com
0,AKSHAYA TRUST,Vijaya Nethralaya no 48 50 feet road Hanumanth Nagar Bangalore,Bangalore,KARNATAKA,Not Available,9986695834,Not Available,vijayanethralaya(at)hotmail[dot]com
0,AKSHAYA TRUST,"No.3532/C, 1st FLOOR 1st MAIN, 7th CROSS GAYATRINAGAR",Bangalore,KARNATAKA,Not Available,9900552742,Not Available,Info[dot]akshayatrust(at)gmail.com
0,AKSHAYA TRUST,"NO 178,1ST MAIN,SANGOLLIRAYANA ROAD,NEAR AMBEDKAR COLLEGE,KENGUNTE,MALLATHAHALLI POST,BANGALORE-560056",BANGALORE,KARNATAKA,Not Available,8050378788,Not Available,shivapoorna08(at)gmail[dot]com
0,al aman educational and welfare trust,"62, mosque road, frazer town, bangalore-560005",BANGALORE,KARNATAKA,080-25493386,9740125500,http://ashianahome.org,ashianaoldage(at)gmail[dot]com
0,AL AMEEN EDUCATIONAL SOCIETY,"AL AMEEN EDUCATIONAL SOCIETY NEAR LALBAGH MAIN GATE HOSUR ROAD BANGALORE, KARNATAKA - 560027",BANGALORE,KARNATAKA,080-22222402,9886919249,http://wwwalameen66-edn.org,alameensob27(at)yahoo[dot]co.in
0,AL AMEEN RESIDENTIAL SCHOOL TRUST,"Al Ameen Residential School Trust, PB NO. 18, Malur Road, Hoskote, Bangalore Rural Dist.",BANGALORE,KARNATAKA,Not Available,9035868072,Not Available,safeer375(at)yahoo[dot]com
0,AL AZHAR EDUCATIONAL AND CHARITABLE TRUST,SAMPIGEHALLI RK HEGDE NAGAR DR SRK NAGAR POST BANGALORE,BANGALORE,KARNATAKA,Not Available,9632723997,http://www.aect.co.in,aectblore(at)gmail[dot]com
0,AL AZIZ WELFARE AND CHARITABLE TRUST,H NO 1-1-171 RAO TALEEM BIDAR,BIDAR,KARNATAKA,Not Available,9902394112,Not Available,aawct1239(at)gmail[dot]com
0,AL FALHA SOCIAL WELFARE And EDUCATIONAL SOCIETY MUDDEBIHAL,227 .3rd Cross K H B ColonyMUDDEBIHAL,MUDDEBIHAL,KARNATAKA,Not Available,9481538985,Not Available,topintownmbl(at)gmail[dot]com
0,AL FARUQ EDUCATIONAL AND WELFARE SOCIETY,At President House Main Bazar Ukkali Tq Bagewadi Dist Vijayapur,Ukkali,KARNATAKA,Not Available,8123186342,Not Available,iliyasbadagan123(at)gmail[dot]com
0,AL FURQAAN EDUCATION SOCIETY,SUBHASH NAGAR BELAGAVI,BELAGAVI,KARNATAKA,Not Available,8884042471,Not Available,madnischoolbelgaum(at)gmail[dot]com
0,AL HAJ D SHAIK MEMORIAL LADIES WING EDUCATION SOCIETY,Door No. 1141/1 Imam Nagara 3rd Cross Davangere,DAVANGERE,KARNATAKA,Not Available,9916384076,Not Available,ladieswingeducationsociety(at)gmail[dot]com
0,AL HAJ S B PATEL EDUCATIONAL AND CHARITABLE TRUST,"59, Vishal Nagar",old hubli,KARNATAKA,Not Available,9886977290,http://patelpublicschool.org/,sa[dot]kardigud(at)yahoo.co.in
0,AL HARMAN MINORITIES EDUCATIONAL AND WELFARE SOCIETY,TIPPU NAGARA HARIHARA,HARIHARA,KARNATAKA,Not Available,9880040885,Not Available,jamiathusswalehat(at)gmail[dot]com
0,AL HIRA EDUCATIONAL AND MINORITY WELFARE SOCIETY,C/O Mehboob Mulla kakkayya colony Gyanga boudi. Bijapur(Vijayapura),Bijapur,KARNATAKA,08352-657921,8123705768,Not Available,fshimoga44(at)gmail[dot]com
0,AL HYDER WOMEN WELFARE SOCIETY,"No.4, SGN Layout, 1st Cross, Sudhamanagar, Lalbagh Road",Bangalore,KARNATAKA,Not Available,9448853317,Not Available,ahwwsociety(at)gmail[dot]com
0,AL KHAMAR EDUCATIONAL SOCIETY,"Jakkur Cross, Amruthahalli",Bangalore,KARNATAKA,Not Available,9663278162,Not Available,fakherakhanam789(at)gmail[dot]com
0,Al Madeena Islamic Complex,"MADAVOOR NAGAR, NARINGANA P.O",BANTWAL,KARNATAKA,Not Available,9008220649,Not Available,almadeena313(at)gmail[dot]com
0,AL MARWA KHIDMAT-E- KHALQ,"office 3-2-219, NOOR KHAN TALEEM BIDAR",BIDAR,KARNATAKA,Not Available,8904758796,Not Available,khizersaheb(at)gmail[dot]com
0,Al Maun,"27/1, 4th Cross, Kaverinagar, R T Nagar Post, Bangalore 560032",Bangalore,KARNATAKA,Not Available,9035110091,Not Available,principal(at)alburoojschool[dot]org
0,AL MEEZAN EDUCATIONAL AND SOCIAL WELFARE SOCIETY,"ALMEEZAN EDUCATIONAL AND SOCIAL WELFARE SOCIETY, BAGALKOT",BAGALKOT,KARNATAKA,Not Available,8792304606,http://www.almeezanitibagalkot.org,almeezanitibgk(at)gmail[dot]com
0,AL QALAM EDUCATIONAL AND WELFARE SOCIETY,c/o; NAZEER AHMED G INAMDAR .HAVELI GALLI.BEHIND PDJ HIGH SCHOOL.VIJAYAPUR.,VIJAYAPUR,KARNATAKA,Not Available,9620263169,Not Available,nazeerbijapur71(at)gmail[dot]com
0,AL QALAM MINORITIES WOMEN MULTIPURPOSE EDUCATIONAL And WELFARE TRUST,"AL QALAM SCHOOL, BESIDE KEB POWER HOUSE, RAHEMAN COLONY, NEAR ZAFRABAD CROSS, RING ROAD, KALABURAGI.",KALABURAGI,KARNATAKA,Not Available,9632145067,Not Available,ABDURRUBOOMERI(at)GMAIL[dot]COM
0,AL QAMAR EDUCATIONAL AND CHARITABLE TRUST,"HAGARGA CROSS, NEAR SONIA GANDHI COLONY, MALGATTI ROAD",GULBARGA,KARNATAKA,Not Available,9481639887,Not Available,alqamarcollege2002(at)gmail[dot]com
0,Al Yameen Educational Charitable Trust,"Door No. 6/1, W00D Street, Ashok Nagar, Bangalore560025",Bangalore,KARNATAKA,9341-701352,9341701352,Not Available,alyameenectrust(at)gmail[dot]com
0,AL-AMAAN EDUCATION AND CHARITABLE TRUST (R),1ST CROSS SHAHJEELANI DARGAH ROAD MADINA COLONY MSK MILL KALABURAGI,GULBARGA,KARNATAKA,Not Available,7022268622,Not Available,ipsglb786(at)gmail[dot]com
0,Al-Ameen Medical College Vijayapur,AL AMEEN CAMPUS ATHANI ROAD VIJAYAPUR586 108,VIJAYAPUR,KARNATAKA,Not Available,9845567283,Not Available,amchbijapur(at)gmail[dot]com
0,Al-ameen Progressive Educational Society,AZAM NAGAR BELGAUM,BELGAUM,KARNATAKA,Not Available,9448094900,Not Available,alameen[dot]pes(at)gmail.com
0,AL-FAROOQ EDUCATION SOCIETY,"Al-Farooq Education Society behind tahesil office , Tadakal road aland",ALAND,KARNATAKA,Not Available,9845554040,Not Available,ilyasahmedc(at)gmail[dot]com
0,AL-FAROOQ WELFARE TRUST,"MUSLIM HOSTEL BUILDING, K R EXTENSION, CHINTHAMANI-562 135,",CHINTHAMANI,KARNATAKA,Not Available,9986649749,Not Available,alfarooqorphanage(at)gmail[dot]com
0,AL-FURQAN TRUST,"AL-FURQAN TRUST NO.241/D, J. M. ROAD, ILYASNAGAR, J. P. NAGAR POST, BANGALORE -78.",BANGALORE,KARNATAKA,Not Available,9900265417,Not Available,furqanpublicschool(at)gmail[dot]com
0,AL-HERMAIN EDUCATIONAL AND CHARITABLE TRUST GULBARGA,Ner Water Tank Yadulla Colony Gulbarga Karnataka585104,Kalaburagi,KARNATAKA,Not Available,9886824046,Not Available,alharamainect(at)gmail[dot]com
0,AL-IQRA,"Hazrat Shah khatal Wali Darga Compound, Old P.B Road Belgaum",belgaum,KARNATAKA,Not Available,9986300673,http://www.al-iqra.com,aliqra(at)gmail[dot]com
0,AL-KHIDMAT EDUCATIONAL AND WELFARE TRUST R.,"AL-KHIDMAT EDUCATIONAL AND WELFARE TRUST R. AZAD NAGAR,DAVANAGERE.",DAVANAGERE,KARNATAKA,Not Available,9008478809,Not Available,alkhidmatewtrust2017(at)gmail[dot]com
0,ALAMBA CHARITABLE TRUST,"NO-166, 2ND CROSS, ASHALAYA LAYOUT, GEDDALAHALLI, KOTHANUR POST, BANGALORE",BANGALORE,KARNATAKA,Not Available,9740117975,Not Available,alamba[dot]trust(at)gmail.com
0,alfurqan society,"AL FURQAN EDUCATIONAL AND WELFARE SOCIETYc/o:mahboob mulla,kakkaya colony ,Gyang boudi,BIJAPUR",Bijapur,KARNATAKA,Not Available,8050224789,Not Available,tzakwan(at)rediffmail[dot]com
0,ALHASHMI EDUCATIONAL WELFARE AND CHARITABLE TRUST,Sy.No. 55/1A,Bijapur,KARNATAKA,Not Available,9980223722,Not Available,jamiahashimpeer(at)gmail[dot]com
0,aliya Begum Memorial Educational and welfare society bidar,H No A-8-84 multani colony bidar,Bidar,KARNATAKA,Not Available,7676767810,Not Available,repton[dot]bidar(at)gmail.com
0,ALL INDIA BIBLICAL CATECHETICAL LITURGICAL CENTRE,"Post Bag 8426, Hutchins Road 2nd Cross, Bangalore",Bangalore,KARNATAKA,Not Available,9901646106,https://nbclcindia.in/,accounts(at)nbclcindia[dot]in
0,ALL INDIA FOLK AND TRIBAL ART PARISHATH R,"No.501, 1st Floor, 3rd Main Road, 6th Block, 2nd Phase, Banashankari 3rd Stage, Bangalore 560085",Bangalore,KARNATAKA,Not Available,8851743653,Not Available,raghuhassan364(at)gmail[dot]com
0,ALL INDIA JAIN YOUTH FEDERATIONS MAHAVEER LIMB CENTRE,ALL INDIA JAIN YOUTH FEDERATIONSMAHAVEER LIMB CENTRE KIMS PREMISES VIDYANAGAR HUBBALLI-580031,HUBBALLI,KARNATAKA,0836-2278498,9483542151,Not Available,mahaveerlimbs(at)gmail[dot]com
0,"All India Veerashaiva Mahasabha, Dharwad Dist. Unit","Lingayat Bhavan, Ulavi Channabasaveshwar Nagar, Artal Rudragoud Marg,",Dharwad,KARNATAKA,Not Available,7975712130,Not Available,veerashaivamahasabha[dot]dwddist(at)gmail.com
0,All India Womens conference Bellary Branch,1st CrossDevi NagarClub Road Bellary,Bellary,KARNATAKA,Not Available,8618287511,Not Available,aiwcbellary(at)gmail[dot]com
0,all karnataka social welfare and youth educational development society,"H.No.11-1717/A, near milind high School, S.B college road, Sajjan Building, vidya nagar, Gulbarga -585 103.",Gulbarga,KARNATAKA,08472-250196,9741694602,Not Available,kswyedsngo(at)gmail[dot]com
0,ALL MUSLIM BAITULMAAL AND ZAKAT TRUST,"MADINA BUILDING, WAKF COMPLEX, MAIN ROAD,",GULBARGA,KARNATAKA,Not Available,8884638744,http://muslimbaitulmaalzakattrust.com.org,muslimbaitulmaalzakattrust(at)gmail[dot]com
0,ALL NATIONS WORSHIP CENTER,"NO.184, NARASHIMAIAH COMPLEX, OUTER RING ROAD, KOTTIGEPALYA, BANGALORE560 091",BANGALORE,KARNATAKA,Not Available,9535030401,Not Available,patrick_josephine(at)yahoo[dot]com
0,ALL RURAL WELFARE SOCIETY,"588, 1 CROSS 2 MAIN DR skn POST RK HEGDENAGER BANGALORE",BANGALORE,KARNATAKA,Not Available,8892703369,Not Available,arpms[dot]kgf(at)gmail.com
0,Allama Iqbal Educational Society,"Ahmed Bagh, Gole Khana",Bidar,KARNATAKA,Not Available,8050889585,http://www.shaheengroup.org,abdulsubhan88(at)gmail[dot]com
0,Allama Iqbal Memorial Education Trust,WARD NO 30 S S Q COLONY PWD CAMP SINDHANUR,SINDHANUR,KARNATAKA,Not Available,9740927786,Not Available,aimnobleschool(at)gmail[dot]com
0,ALLAMAPRABHU EDUCATION TRUST,"NO. 27, 2ND CROSS, ADARSHA NAGAR, R T NAGAR POST,",BANGALORE,KARNATAKA,Not Available,8884111886,Not Available,CA[dot]SUNILREDDY(at)GMAIL.COM
0,ALLAMPRABHU URBAN AND RURAL DEVELOPMENT WELFARE CHARITABLE TRUST,"Head Office: Plot No. 44, Sri Bhagyavanti Arcade, 2nd Floor, Near Atithi Restaurant,High Court, Ring Road, Kalaburagi.",GULBARGA,KARNATAKA,Not Available,9880606027,Not Available,apurdwct2016(at)gmail[dot]com
0,ALLARD EDUCATIONAL SOCIETY,Sisters of St. Charles Borromeo Villa Boroomeo 44/1 Hennur Road,Bangalore,KARNATAKA,Not Available,8884093547,Not Available,allardedusoc2018(at)gmail[dot]com
0,Allen charitable Trust,NO 67 2ND MAIN 2ND CROSS PIPLINE RPC LAYOUT VIJAYANAGAR 2ND STAGE BANGALORE-40,BANGALORE,KARNATAKA,Not Available,9686371341,http://www.allencharitabletrust.org,allen[dot]charitabletrust(at)gmail.com
0,Alliance Francaise of Bangalore,"P.B. NO.108, THIMMAIAH ROAD, VASANTHA NAGAR, BENGALURU, KARNATAKA 560052",BENGALURU,KARNATAKA,Not Available,9818850453,Not Available,akarassociatesoffice(at)gmail[dot]com
0,ALMAS EDUCATION TRUST,AL FARAAN PU COLLEGE OF SCIENCE Behind Luqman Degree College Mansabdar Layout Sangtrashwadi,GULBARGA,KARNATAKA,Not Available,9448042723,Not Available,fesglb(at)gmail[dot]com
0,ALPASANKYATAR MAHILA MATTU GRAMEEN ABHIVRIDDI SANGHA JAMKHANDI,"DR.APJ ABDUL KALAM ENGLISH MEDIUM SCHOOL, APJ ABDUL KALAM COLONY, JAMBAGI ROAD JAMKHANDI",JAMKHANDI,KARNATAKA,Not Available,8310905062,Not Available,ammgas[dot]jkd(at)gmail.com
0,ALPHA CHARITABLE TRUST,"ALPHA HOUSE, SITE NO.1, HOUSE NO.175/4, NEAR NEWMILLENIUM SCHOOL, HORAMAVU VILLAGE, BENGALURU 560043",BENGALURU,KARNATAKA,Not Available,8547854991,Not Available,alpha2000vadodara(at)gmail[dot]com
0,ALPHA CHILDREN MINISTRY,"No. 1307, 21 B Main, 11th Cross, Sector 1, HSR Layout",Bangalore,KARNATAKA,Not Available,9443659211,Not Available,alphacm(at)yahoo[dot]com
0,Alpha Omega Charitable Trust,"Snehalaya Old Age Home, Alpha Omega Charitable Trust, St. Milagrese Church Compound, Opp to S.M.S P.U Collge, Bramavar",Brahmavar,KARNATAKA,Not Available,9343190039,Not Available,binoysarangi(at)gmail[dot]com
0,ALT TRAINING COLLEGE FOUNDATION,ALT TRAINING COLLEGE FOUNDATION KaikondanahalliSarjapur Road near Bellandur GateCarmelaram postBangalore 560035,BANGALORE,KARNATAKA,080-64517209,9845061958,http://www.alttrainingcollege.com,service(at)altltd[dot]com
0,Alternative Law Forum,"122/4, Next to Balaji Art Gallery, Infantry Road",Bangalore,KARNATAKA,Not Available,9686757053,http://altlawforum.org,contact(at)altlawforum[dot]org
0,ALVAS EDUCATION FOUNDATION,"ALVAS EDUCATION FOUNDATION (R)NEAR SWARAJ MAIDAN, MOODBIDRI",MOODBIDRI,KARNATAKA,Not Available,9611686147,http://alvas.org/,accounts(at)alvas[dot]org
0,ALWAYS LIVING POORS HELPING ARMS TRUST,"No.872 Anglo Indian Colony, 6th cross, Robertsonpet, KGF-563 122 KOLAR DISTRICT, KARNATAKA STATE INDIA",KOLAR GOLD FIELDS,KARNATAKA,Not Available,9980131571,Not Available,gideonperumal3009(at)gmail[dot]com
0,AM Foundation,"No. 13, Gandhinagar, Kaggalipura Post, Kanakapura Main Road, Bangalore",Bangalore,KARNATAKA,Not Available,8123123603,Not Available,amfoundation01(at)gmail[dot]com
0,AMARA JYOTHI EDUCATIONAL TRUST,"DEVASANDRA, K.R. PURAM HOBLI, BANGALORE, KARNATAKA-560036",Bangalore,KARNATAKA,Not Available,8105099000,Not Available,info(at)amarajyothipublicschool[dot]edu.in
0,Amara Prema Charitable Society,": HOLY CROSS CENTRE, No.28, MILTON STREET",Bangalore,KARNATAKA,Not Available,9886069420,Not Available,amara_premacs(at)yahoo[dot]com
0,Amara Sathvika Social Education Trust,"60, 4th A Cross, 3rd Main, RMV II Stage, Bangalore 560094",Bangalore,KARNATAKA,Not Available,9945090350,Not Available,aryaaacademy(at)gmail[dot]com
0,AMARAVANI EDUCATION SOCIETY,"No.01, 2nd Main Road, Basaveshwaranagar, Bengaluru -560079",BENGALURU,KARNATAKA,Not Available,9591230693,http://amaravanieducation.org/,nnvenkreddy(at)gmail[dot]com
0,AMARESHWARA FARMER PRODUCER COMPANY LIMITED,"AMARESHWARA FARMER PRODUCER COMPANY LIMITED, C/O BASAPPA S/O PAKIRAPPA, PROPERTY NO. 42/03, VILLAGE",LINGASUGUR,KARNATAKA,Not Available,9663701332,Not Available,amareshwarfpo(at)gmail[dot]com
0,Amareshwara Vijaya Nataka Mandali Tumkur,"Siddaramanagar, Oorukere Post, District Jail Road, Tumkur - 572106",Tumkur,KARNATAKA,0816-890457,8904578298,Not Available,amareshwaravijaya1(at)gmail[dot]com
0,AMARJYOT SHIKSHAN SEVA MANDAL UCHAGAON,AT POST UCHAGAON TQ BELGAUM,BELGAUM,KARNATAKA,Not Available,9980899536,Not Available,pavandesai2139(at)gmail[dot]com
0,AMARKALYAN URBAN AND RURAL DEVELOPMENT SOCIETY,AT KENGERI POST MURGOD TQ SAUNDATTI DIST BELGAUM 591119,SAUNDATTI,KARNATAKA,Not Available,9886299731,Not Available,sambdixit(at)gmail[dot]com
0,AMBA,"""J""Villa, MIMS Espacio, Jakkur Village Jakkur, Bangalore560064",Bangalore,KARNATAKA,080-65599887,8971200795,http://www.ambaforlife.org,ssr(at)ambaforlife[dot]org
0,AMBASSADORS FOR CHRIST INDIA,"No.16, G1 Ambassador Apartment, 6th Cross Hutchins Road,St.Thomas Town",Bangalore,KARNATAKA,Not Available,9449764874,Not Available,afciindia(at)gmail[dot]com
0,AMBAVANA CHARITABLE TRUST,"AMBAVANA CHARITABLE TRUST SRI MAHAKALI CHAKRESHWARI PEETAM, CHANDRE ROAD, SRIKSHETRA TRIDHAMA, PANDAVAPURA,PANDAVAPURA TALUK, MANDYA DISTRICT, KARNATAKA PIN 571434",MANDYA,KARNATAKA,Not Available,9945230229,Not Available,ambavanacharitablet(at)gmail[dot]com
0,Ambedkar vividoddesha seva samsthe,"NO 7A 1st floor, 2nd main, 2nd croos kukkarahalli saraswathipuram mysuru.",Mysore,KARNATAKA,Not Available,9980483303,Not Available,avssmysore(at)gmail[dot]com
0,Ambika Mahila Sangha,No 24 Venugopal Nagar 1st Cross Nagasandra Post Doddabidrikallu Bangalore,Bangalore,KARNATAKA,080-2201256,9844913339,Not Available,ambikamahilasangha(at)gmail[dot]com
0,AME FOUNDATION,"AME Foundation, No.204, 100 Feet Ring Road, Banashankari II Block, III Stage, Bangalore 560085",Bangalore,KARNATAKA,080-26699512,9481485172,http://amefound.org,amefbang(at)yahoo[dot]co.in
0,AMEENUDDIN EDUCATION And WELFARE TRUST,plot no 51 old jawargi road rahmath nagar opp to masjid-e-huda gulbarga,gulbarga,KARNATAKA,Not Available,8147493850,Not Available,yaseenbarey(at)yahoo[dot]com
0,AMICI DIRAOUL FOLLEREAU,"No.58,4th Cross, Kavery Layout, Thavarekere Main Road, Dharmaram College P.O. Bengaluru-560029",Bangalore,KARNATAKA,Not Available,9480258927,http://aifoindia.org/,patrick(at)aifoindia[dot]org
